,label,transcript
6232,F04_B1_C12_M8,fenton
6233,CM13_B1_CW39_M5,said
6234,F04_B1_UW89_M5,girl
6235,F04_B1_CW38_M6,can
6236,F04_B3_UW54_M8,roly poly
6237,M14_B3_UW10_M3,iroquois
6238,CM13_B1_CW46_M3,do
6239,CM13_B1_LG_M8,golf
6240,M14_B3_UW72_M8,homeopathy
6241,M16_B3_CW55_M5,NA
6242,CM13_B2_UW48_M3,he took
6243,CM13_B3_LF_M5,foxtrot
6244,CM13_B1_CW93_M5,did
6245,M16_B2_UW30_M7,apothecary
6246,M16_B2_CW1_M8,NA
6247,CM13_B3_UW96_M3,fire
6248,CM13_B3_UW69_M3,equilibrium
6249,M14_B1_C9_M5,shift
6250,F04_B3_UW27_M8,a lord right choose
6251,CM13_B2_CW26_M8,or
6252,F04_B1_LL_M5,lima
6253,CM13_B2_UW28_M7,anybody
6254,M14_B1_CW100_M3,yes
6255,F04_B3_CW70_M6,more
6256,CM13_B2_CW78_M6,people
6257,CM13_B3_CW93_M5,did
6258,CM13_B2_UW58_M5,boyhood
6259,M16_B2_CW53_M5,bro
6260,M16_B2_UW6_M8,wolf
6261,M14_B1_UW63_M6,chauffeur
6262,CM13_B3_LK_M7,kilo
6263,CM13_B1_UW89_M5,girl
6264,CM13_B2_UW61_M5,buffoon
6265,CM13_B2_CW18_M8,his
6266,M16_B3_CW93_M3,did
6267,F04_B1_CW52_M8,other
6268,M16_B2_UW58_M5,maury who is this
6269,M14_B2_CW61_M3,her
6270,F04_B2_CW5_M5,2
6271,CM13_B2_CW78_M7,people
6272,CM13_B2_UW58_M6,boyhood
6273,M14_B1_CW50_M8,well
6274,CM13_B3_LC_M5,charlie
6275,CM13_B1_D0_M3,0
6276,CM13_B3_UW69_M5,equilibrium
6277,F04_B1_LH_M7,hotel
6278,CM13_B3_CW66_M6,into
6279,CM13_B2_CW88_M5,now
6280,F04_B3_C8_M8,control
6281,M16_B2_D1_M5,NA
6282,CM13_B2_CW59_M7,so
6283,CM13_B2_D5_M3,5
6284,M14_B1_CW29_M5,word
6285,M16_B2_CW48_M5,there
6286,CM13_B1_CW57_M8,them
6287,CM13_B3_CW36_M5,when
6288,M16_B1_UW67_M5,copenhagen
6289,M16_B3_UW68_M7,episodes
6290,M16_B1_UW92_M3,shuffle
6291,CM13_B2_CW55_M8,many
6292,CM13_B2_UW59_M6,broil
6293,M16_B2_LG_M8,NA
6294,M16_B1_CW84_M8,NA
6295,F04_B2_UW17_M5,of y'all
6296,CM13_B3_CW39_M8,said
6297,CM13_B3_D5_M5,5
6298,CM13_B3_UW59_M3,a while
6299,M16_B3_CW43_M6,NA
6300,M14_B3_CW28_M3,i
6301,M14_B2_CW80_M8,fan
6302,CM13_B1_CW18_M3,his
6303,CM13_B1_CW68_M6,has
6304,F04_B3_UW79_M7,paula
6305,M14_B1_CW99_M8,oh
6306,M16_B1_D0_M7,NA
6307,M16_B1_C5_M8,NA
6308,M14_B3_CW14_M8,NA
6309,M16_B3_UW36_M7,NA
6310,F04_B3_CW95_M3,come
6311,CM13_B2_UW14_M7,voyage
6312,CM13_B2_UW31_M7,appreciable
6313,CM13_B2_UW89_M7,rabbit
6314,M14_B1_C9_M3,shift
6315,M14_B2_CW57_M3,damn
6316,CM13_B1_CW78_M6,people
6317,CM13_B1_UW33_M7,composure
6318,CM13_B1_UW96_M5,scissors
6319,M14_B3_CW46_M5,do
6320,M16_B1_UW97_M7,NA
6321,M14_B2_CW91_M8,found
6322,CM13_B2_UW42_M8,battlements
6323,CM13_B1_UW99_M5,yellow
6324,M16_B2_CW78_M7,people
6325,F04_B2_CW15_M5,ar
6326,CM13_B1_UW71_M7,gigantic
6327,F04_B1_UW84_M3,window
6328,M14_B3_UW70_M3,fathom
6329,F04_B1_C11_M6,paragraph
6330,M14_B2_UW16_M8,ablutions
6331,F04_B2_CW47_M8,how
6332,F04_B1_CW1_M3,NA
6333,F04_B1_CW63_M6,make
6334,M16_B1_C2_M3,NA
6335,CM13_B2_UW54_M8,bosom
6336,F04_B2_LS_M5,yeah
6337,CM13_B1_UW4_M8,irresolute
6338,CM13_B1_CW90_M5,long
6339,CM13_B3_UW2_M5,exploit
6340,F04_B1_UW85_M7,telephone
6341,CM13_B1_CW17_M7,with
6342,CM13_B2_CW66_M6,into
6343,M16_B1_D8_M7,8
6344,CM13_B3_LH_M6,hotel
6345,CM13_B2_LS_M6,ciara
6346,CM13_B2_UW23_M8,allure
6347,CM13_B2_UW41_M8,battlefield
6348,F04_B2_LZ_M5,who
6349,M14_B2_CW55_M5,manny
6350,M14_B1_CW67_M6,time
6351,CM13_B1_CW83_M8,ben
6352,CM13_B2_CW68_M7,has
6353,CM13_B3_CW72_M6,go
6354,CM13_B3_CW87_M8,it's
6355,CM13_B2_CW24_M3,have
6356,M14_B2_D0_M5,0
6357,CM13_B3_CW62_M7,wood
6358,M16_B3_UW76_M6,maersk
6359,F04_B1_UW24_M5,albany
6360,CM13_B2_C15_M3,copy
6361,M16_B1_UW69_M6,employment
6362,CM13_B3_CW42_M6,an
6363,M16_B3_CW15_M6,NA
6364,M16_B1_UW49_M8,hardwell
6365,F04_B2_CW67_M3,time
6366,F04_B3_CW47_M3,how
6367,F04_B1_CW43_M3,each
6368,CM13_B3_UW11_M3,jowls
6369,M14_B2_UW96_M6,bathtub
6370,CM13_B2_UW69_M3,chide
6371,M16_B1_LE_M8,april
6372,CM13_B2_CW12_M8,was
6373,CM13_B3_LY_M5,yankee
6374,CM13_B1_UW24_M3,avenues
6375,CM13_B3_UW9_M5,placed
6376,F04_B3_UW1_M8,interest
6377,M14_B3_CW37_M7,your
6378,M14_B1_CW4_M8,hey
6379,CM13_B2_C15_M7,copy
6380,CM13_B3_UW51_M5,multiflora
6381,F04_B1_UW57_M5,asia
6382,F04_B3_CW93_M3,dead
6383,F04_B1_C14_M7,cut
6384,M16_B1_UW11_M8,jim sullivan
6385,F04_B1_CW14_M6,on
6386,CM13_B2_UW73_M3,cowhide
6387,M16_B1_C12_M6,printing
6388,M14_B2_UW14_M3,roy
6389,M14_B1_LX_M6,x-ray
6390,M16_B1_D3_M8,safari
6391,CM13_B2_D8_M7,8
6392,M14_B3_UW22_M5,protege
6393,CM13_B2_CW29_M3,word
6394,F04_B3_CW26_M7,NA
6395,F04_B2_UW43_M3,battleship
6396,F04_B3_CW38_M5,can
6397,CM13_B3_UW93_M8,glasses
6398,F04_B2_CW87_M7,it's
6399,CM13_B3_CW94_M6,get
6400,CM13_B1_CW95_M7,come
6401,CM13_B1_UW14_M5,lethargy
6402,CM13_B3_UW77_M6,nausea
6403,F04_B2_CW82_M3,water
6404,CM13_B2_UW57_M8,boulevard
6405,M14_B2_UW77_M7,dispossess
6406,M14_B3_LO_M5,oscar
6407,M16_B1_LN_M3,no bra
6408,M16_B2_D5_M7,fun
6409,CM13_B2_UW9_M8,skyward
6410,M14_B1_C9_M6,shift
6411,CM13_B2_UW65_M8,butterflies
6412,CM13_B1_UW90_M5,ball
6413,F04_B2_CW54_M5,out
6414,CM13_B3_UW90_M8,green
6415,CM13_B1_CW16_M8,as
6416,CM13_B3_C11_M5,paragraph
6417,CM13_B2_UW6_M8,roof
6418,M16_B3_CW58_M3,please
6419,M14_B1_UW4_M8,irresolute
6420,F04_B1_D0_M5,0
6421,F04_B2_UW22_M8,agriculture
6422,CM13_B2_UW29_M5,anyting
6423,CM13_B3_UW82_M7,soothing
6424,CM13_B3_UW95_M3,stars
6425,CM13_B3_CW20_M3,hi
6426,M16_B2_CW8_M6,you
6427,CM13_B1_CW3_M5,and
6428,M14_B3_C17_M8,downward
6429,M14_B3_C3_M7,delete
6430,CM13_B3_CW19_M6,they
6431,M16_B1_CW54_M3,out
6432,M14_B3_UW12_M7,joyful
6433,CM13_B2_UW62_M5,bulge
6434,CM13_B2_UW88_M3,blue
6435,CM13_B3_C11_M3,paragraph
6436,M14_B1_D2_M6,2
6437,F04_B3_UW20_M6,NA
6438,CM13_B3_UW57_M7,washerwoman
6439,M16_B3_CW27_M3,NA
6440,CM13_B2_CW21_M6,at
6441,CM13_B2_UW6_M6,roof
6442,F04_B1_CW40_M8,there
6443,CM13_B3_UW33_M8,swoon
6444,M16_B1_UW18_M3,NA
6445,F04_B1_UW28_M3,bouquets
6446,F04_B3_D8_M5,NA
6447,CM13_B1_CW13_M5,4
6448,CM13_B1_CW48_M7,there
6449,M14_B1_LU_M3,uniform
6450,M14_B3_UW21_M7,flash share
6451,M14_B3_UW15_M3,missouri
6452,CM13_B3_LF_M7,foxtrot
6453,M14_B3_D4_M8,4
6454,M16_B2_LM_M3,monique
6455,CM13_B3_UW51_M8,multiflora
6456,CM13_B2_CW99_M3,oh
6457,M16_B2_CW71_M6,right
6458,CM13_B2_CW26_M3,or
6459,CM13_B2_CW54_M5,out
6460,CM13_B3_UW68_M6,episode
6461,CM13_B2_CW54_M3,out
6462,CM13_B2_C7_M5,fault
6463,M14_B1_C13_M8,paste
6464,M16_B2_CW77_M3,NA
6465,M14_B1_C10_M3,blind
6466,CM13_B1_LT_M5,tango
6467,F04_B3_CW22_M6,me
6468,CM13_B3_CW72_M7,go
6469,F04_B1_LB_M8,bravo
6470,M14_B3_UW61_M7,NA
6471,M16_B3_UW33_M7,NA
6472,CM13_B2_CW29_M7,word
6473,M14_B3_CW76_M3,wayne
6474,CM13_B1_UW77_M6,immovable
6475,F04_B1_D8_M3,8
6476,M16_B1_CW19_M6,they
6477,CM13_B1_CW55_M3,many
6478,M14_B2_UW100_M8,thumb
6479,M14_B2_CW66_M8,into
6480,CM13_B2_CW35_M7,wii
6481,CM13_B2_UW34_M8,astounded
6482,M16_B1_CW96_M6,made
6483,M14_B1_UW38_M3,fred marks
6484,M14_B1_LB_M5,bravo
6485,CM13_B2_LL_M6,lima
6486,CM13_B1_CW49_M8,if
6487,CM13_B1_UW3_M8,frugality
6488,M14_B2_CW94_M7,dad
6489,CM13_B1_CW85_M5,who
6490,M16_B1_CW35_M7,willie
6491,CM13_B3_UW25_M5,rendezvous
6492,CM13_B3_CW93_M6,did
6493,CM13_B3_UW97_M3,watch
6494,M14_B3_UW5_M3,good
6495,CM13_B3_CW84_M5,call
6496,M14_B3_UW7_M5,hanger
6497,CM13_B1_CW87_M5,it's
6498,M14_B1_CW63_M5,make
6499,CM13_B3_UW18_M7,nigel
6500,CM13_B2_C11_M5,paragraph
6501,CM13_B2_CW33_M5,all
6502,M16_B2_CW12_M6,boys
6503,M16_B3_CW45_M7,NA
6504,CM13_B1_CW7_M8,is
6505,F04_B3_C18_M5,left
6506,M16_B1_D2_M5,2
6507,CM13_B1_CW43_M8,each
6508,CM13_B3_UW26_M5,resound
6509,M16_B3_UW95_M8,NA
6510,F04_B2_CW7_M3,if
6511,F04_B1_CW62_M5,wood
6512,M14_B1_LT_M3,tango
6513,M16_B2_UW10_M7,NA
6514,CM13_B3_UW80_M3,praiseworthy
6515,F04_B3_CW47_M6,how
6516,CM13_B3_CW23_M7,this
6517,CM13_B2_CW51_M3,NA
6518,CM13_B3_D9_M7,9
6519,CM13_B1_C5_M7,tab
6520,CM13_B3_D2_M3,2
6521,M16_B3_CW31_M8,not
6522,CM13_B1_C5_M3,tab
6523,M14_B2_C11_M6,paragraph
6524,M16_B2_CW3_M7,NA
6525,M16_B2_UW25_M3,NA
6526,M16_B3_UW63_M3,bojangles
6527,F04_B3_UW80_M7,praiseworthy
6528,CM13_B1_D9_M7,9
6529,F04_B3_LV_M8,picture
6530,CM13_B1_UW33_M5,composure
6531,CM13_B1_UW6_M6,supervision
6532,CM13_B3_LE_M6,echo
6533,CM13_B2_CW44_M6,which
6534,CM13_B3_UW92_M7,crying
6535,F04_B2_UW83_M3,plane
6536,M16_B2_CW30_M3,NA
6537,CM13_B3_CW78_M8,people
6538,CM13_B1_UW82_M7,house
6539,M16_B1_UW1_M5,NA
6540,M16_B2_UW40_M5,NA
6541,M16_B3_LP_M6,alta
6542,M14_B1_CW15_M5,ar
6543,CM13_B1_UW15_M3,merchandise
6544,M14_B2_CW33_M7,NA
6545,F04_B2_CW59_M3,so
6546,M16_B3_C2_M3,nordic space
6547,M16_B1_UW6_M8,NA
6548,F04_B2_CW6_M3,NA
6549,M14_B1_LX_M5,x-ray
6550,F04_B1_UW67_M7,copenhagen
6551,M16_B1_CW50_M5,well
6552,M14_B3_UW96_M5,fire
6553,F04_B3_UW64_M3,commercial
6554,CM13_B1_LY_M5,yankee
6555,M14_B3_C16_M6,upward
6556,CM13_B1_C1_M5,command
6557,CM13_B2_LQ_M5,quebec
6558,CM13_B1_UW5_M6,psychological
6559,M14_B2_UW38_M6,bachelor
6560,F04_B3_CW20_M5,NA
6561,CM13_B3_UW32_M7,stringing
6562,CM13_B1_CW27_M6,add
6563,CM13_B1_CW46_M5,do
6564,CM13_B2_LA_M3,alpha
6565,CM13_B3_C6_M8,escape
6566,F04_B2_UW11_M3,supreme
6567,M16_B2_CW55_M6,NA
6568,CM13_B2_UW41_M5,battlefield
6569,M16_B2_CW83_M5,then
6570,F04_B1_LJ_M6,juliet
6571,CM13_B1_UW44_M7,journalism
6572,M16_B3_CW60_M6,NA
6573,F04_B1_CW79_M7,my
6574,CM13_B1_CW12_M6,was
6575,M14_B2_D6_M6,6
6576,CM13_B1_UW25_M6,baby hood
6577,M16_B2_UW43_M5,battleship
6578,CM13_B1_UW7_M3,able-bodied
6579,CM13_B3_UW53_M7,professional
6580,F04_B2_UW94_M8,weather
6581,CM13_B3_CW30_M8,but
6582,CM13_B2_UW44_M5,beef
6583,CM13_B1_CW33_M8,all
6584,CM13_B1_CW81_M5,first
6585,M16_B2_UW69_M8,tide
6586,F04_B1_CW49_M5,NA
6587,CM13_B2_UW55_M3,both
6588,F04_B3_UW52_M3,activation
6589,M14_B3_C19_M8,right
6590,CM13_B2_C8_M3,control
6591,M16_B2_CW51_M5,NA
6592,CM13_B3_UW74_M7,judith
6593,F04_B1_UW77_M3,immovable
6594,CM13_B1_CW5_M8,2
6595,M16_B3_UW17_M7,NA
6596,CM13_B3_CW44_M7,which
6597,CM13_B1_UW94_M3,banana
6598,CM13_B1_UW59_M5,beguile
6599,M16_B3_CW29_M6,quarry
6600,CM13_B2_CW53_M8,about
6601,F04_B2_UW96_M3,bathtub
6602,M16_B1_C9_M3,shift
6603,CM13_B3_CW100_M7,yes
6604,CM13_B2_UW100_M8,thumb
6605,M16_B1_CW62_M3,wood
6606,M16_B2_UW60_M3,welding hood
6607,F04_B1_LW_M5,whiskey
6608,CM13_B2_LC_M3,charlie
6609,CM13_B2_CW72_M6,go
6610,F04_B1_C14_M3,cut
6611,M14_B3_CW21_M5,at
6612,M16_B1_UW61_M6,NA
6613,F04_B1_D1_M7,1
6614,F04_B3_CW93_M8,dead
6615,CM13_B1_UW29_M8,casualties
6616,CM13_B1_LS_M6,ciara
6617,M14_B1_C18_M5,left
6618,M16_B1_CW73_M3,NA
6619,M16_B1_UW83_M7,free
6620,M16_B3_UW54_M7,lil wayne
6621,CM13_B3_CW48_M6,there
6622,M14_B1_CW34_M3,NA
6623,CM13_B1_UW37_M3,eyebrows
6624,CM13_B2_CW21_M8,at
6625,CM13_B1_CW87_M7,it's
6626,M16_B1_CW36_M5,1
6627,CM13_B1_CW82_M8,water
6628,CM13_B2_CW69_M8,look
6629,M16_B3_UW42_M7,kingston
6630,CM13_B1_CW29_M3,word
6631,CM13_B1_CW80_M6,van
6632,CM13_B2_CW80_M7,dan
6633,CM13_B2_CW26_M6,or
6634,M14_B1_CW39_M3,sad
6635,M16_B2_CW2_M8,NA
6636,CM13_B1_UW87_M3,knife
6637,CM13_B3_CW33_M5,all
6638,CM13_B1_CW52_M6,other
6639,CM13_B2_CW40_M7,there
6640,M14_B1_UW54_M5,NA
6641,CM13_B2_CW29_M5,word
6642,M16_B1_UW25_M7,baby
6643,CM13_B1_C4_M3,enter
6644,CM13_B2_CW28_M6,bye
6645,F04_B2_CW35_M6,wii
6646,CM13_B2_UW17_M6,absolve
6647,M16_B3_C1_M7,commend
6648,CM13_B3_CW56_M3,then
6649,F04_B2_CW14_M8,on
6650,F04_B2_UW6_M7,roof
6651,CM13_B1_D8_M5,8
6652,CM13_B3_C13_M6,haste
6653,M16_B1_UW7_M6,cable bite
6654,M14_B2_UW32_M6,apprehend
6655,M16_B1_CW29_M3,worried
6656,M14_B3_UW33_M8,swoon
6657,M16_B2_LO_M6,NA
6658,CM13_B2_C11_M8,paragraph
6659,CM13_B3_CW94_M3,get
6660,M14_B3_UW1_M7,infus
6661,CM13_B2_D6_M6,6
6662,F04_B3_CW56_M3,then
6663,M16_B1_CW18_M6,NA
6664,F04_B1_UW87_M6,knife
6665,CM13_B2_CW6_M7,in
6666,M14_B3_CW25_M6,from
6667,M14_B3_UW95_M8,stars
6668,CM13_B3_UW43_M7,designate
6669,CM13_B3_CW52_M6,other
6670,CM13_B3_CW27_M6,had
6671,CM13_B1_D3_M8,3
6672,CM13_B2_UW91_M3,orange
6673,M14_B3_CW16_M3,ass
6674,M14_B3_UW72_M7,homeopathy
6675,CM13_B3_CW10_M3,it
6676,CM13_B3_CW60_M5,some
6677,CM13_B3_CW54_M6,out
6678,CM13_B3_CW29_M3,word
6679,CM13_B1_C1_M7,command
6680,CM13_B2_UW86_M5,lamp
6681,CM13_B3_CW30_M5,but
6682,M14_B3_CW21_M6,at
6683,CM13_B3_CW57_M5,them
6684,CM13_B1_CW97_M5,mets
6685,M14_B3_CW68_M8,has
6686,CM13_B3_CW6_M7,in
6687,CM13_B3_UW52_M3,observation
6688,F04_B1_LW_M3,whiskey
6689,CM13_B3_C16_M5,upward
6690,CM13_B2_LL_M5,lima
6691,F04_B3_LH_M3,NA
6692,CM13_B1_UW94_M8,banana
6693,M16_B2_CW30_M8,NA
6694,CM13_B2_UW66_M3,candlelight
6695,CM13_B1_UW2_M7,faithfulness
6696,CM13_B2_UW100_M6,thumb
6697,CM13_B1_CW90_M7,long
6698,M16_B3_CW26_M7,4
6699,CM13_B3_LD_M3,delta
6700,CM13_B2_UW21_M8,advantageous
6701,F04_B3_CW5_M6,2
6702,M14_B1_UW28_M3,bouquets
6703,CM13_B3_CW75_M6,no
6704,F04_B2_CW97_M5,NA
6705,M16_B1_UW100_M8,NA
6706,CM13_B2_CW87_M3,it's
6707,M16_B3_CW55_M6,NA
6708,F04_B2_CW66_M7,into
6709,F04_B1_UW30_M8,cheshire
6710,F04_B3_UW86_M8,brush
6711,CM13_B3_C17_M7,downward
6712,CM13_B2_LT_M7,tango
6713,CM13_B1_CW60_M3,some
6714,M16_B2_UW74_M5,de luz
6715,CM13_B2_UW49_M7,betroth
6716,M14_B1_UW54_M8,NA
6717,CM13_B3_CW9_M5,that
6718,CM13_B2_UW91_M7,orange
6719,CM13_B3_LQ_M5,quebec
6720,M16_B2_UW19_M8,NA
6721,F04_B2_CW91_M3,down
6722,CM13_B2_CW59_M6,so
6723,F04_B3_CW39_M5,dad
6724,CM13_B1_C12_M8,sentence
6725,CM13_B3_CW49_M5,if
6726,CM13_B2_CW79_M7,my
6727,CM13_B2_LZ_M7,zulu
6728,CM13_B2_CW24_M6,have
6729,CM13_B1_LJ_M3,juliet
6730,M14_B3_UW68_M8,episode
6731,CM13_B1_C8_M3,control
6732,CM13_B2_LS_M5,ciara
6733,CM13_B3_UW89_M5,clown
6734,CM13_B2_UW73_M5,cowhide
6735,M16_B2_CW18_M6,is
6736,CM13_B2_D2_M8,2
6737,M14_B3_CW6_M3,NA
6738,M14_B2_CW51_M3,NA
6739,M14_B2_LV_M3,picture
6740,M14_B3_C8_M5,control
6741,F04_B2_LM_M6,NA
6742,F04_B2_CW77_M8,play
6743,M14_B3_C1_M5,a man
6744,M16_B3_LJ_M5,do it
6745,M14_B3_LF_M7,foxtrot
6746,M16_B1_UW9_M7,trouble
6747,F04_B1_UW32_M5,turkey run
6748,CM13_B3_LS_M5,ciara
6749,M16_B1_CW33_M6,call
6750,CM13_B3_CW56_M7,then
6751,CM13_B2_CW73_M3,see
6752,M14_B3_CW39_M6,send
6753,CM13_B1_LE_M8,echo
6754,M14_B1_CW29_M3,word
6755,CM13_B3_CW18_M6,his
6756,F04_B1_UW8_M6,NA
6757,CM13_B2_CW64_M3,like
6758,CM13_B2_CW47_M3,how
6759,M16_B2_UW7_M7,NA
6760,M16_B1_LE_M5,april
6761,M14_B3_UW11_M5,channels
6762,CM13_B3_C7_M8,alt
6763,CM13_B1_CW48_M5,bear
6764,CM13_B1_CW58_M6,these
6765,CM13_B1_UW48_M8,perpetual
6766,M16_B2_CW43_M5,NA
6767,CM13_B3_UW8_M6,hayward
6768,M14_B2_CW45_M8,she
6769,CM13_B1_CW27_M7,had
6770,F04_B3_UW27_M7,a lord right choose
6771,F04_B2_CW66_M3,into
6772,CM13_B3_LV_M6,victor
6773,F04_B1_CW32_M8,what
6774,F04_B2_CW17_M8,NA
6775,CM13_B1_UW95_M7,zipper
6776,M16_B3_CW25_M6,plum
6777,CM13_B2_UW24_M5,aloft
6778,M14_B2_CW25_M8,from
6779,F04_B1_CW25_M8,NA
6780,M16_B1_UW97_M3,NA
6781,M14_B2_CW34_M8,where
6782,CM13_B3_UW89_M8,clown
6783,CM13_B1_CW21_M8,at
6784,CM13_B2_C1_M7,command
6785,CM13_B1_D3_M3,3
6786,CM13_B1_LE_M3,echo
6787,F04_B1_CW77_M5,could
6788,CM13_B1_LQ_M8,quebec
6789,CM13_B2_CW52_M7,weather
6790,CM13_B1_CW71_M7,right
6791,CM13_B2_D1_M8,1
6792,M14_B2_CW73_M8,see
6793,M14_B1_CW84_M8,call
6794,M14_B1_CW23_M5,this
6795,M16_B2_CW98_M6,crate
6796,M14_B2_CW53_M6,about
6797,F04_B3_CW52_M7,NA
6798,M16_B3_UW59_M3,a while
6799,M14_B2_UW8_M5,sharpshooter
6800,CM13_B2_UW68_M5,celebrity
6801,CM13_B1_CW23_M6,this
6802,CM13_B1_UW58_M8,ensure
6803,CM13_B3_UW41_M3,yale
6804,CM13_B1_UW93_M6,monkey
6805,CM13_B3_UW79_M7,pow wow
6806,M16_B1_UW33_M7,NA
6807,M16_B1_UW3_M5,NA
6808,M14_B1_CW55_M5,nanny
6809,M16_B2_LN_M7,NA
6810,F04_B3_UW41_M8,yeah
6811,CM13_B2_UW23_M5,other
6812,CM13_B3_UW60_M8,browbeat
6813,CM13_B1_CW92_M6,day
6814,M16_B1_C17_M8,dumb way
6815,M14_B2_UW12_M3,toothache
6816,F04_B3_CW8_M5,you
6817,CM13_B1_D6_M8,6
6818,M16_B3_CW65_M5,NA
6819,M16_B3_LY_M5,yankee
6820,CM13_B2_UW83_M5,plane
6821,M16_B1_LA_M5,alpha
6822,F04_B3_CW36_M5,NA
6823,M14_B3_C9_M7,shift
6824,M16_B1_UW40_M8,haha
6825,CM13_B3_CW45_M3,she
6826,M14_B3_CW16_M6,ass
6827,CM13_B2_UW56_M8,father
6828,CM13_B2_CW74_M6,number
6829,CM13_B1_UW92_M8,shuffle
6830,CM13_B3_LR_M7,romeo
6831,CM13_B3_C13_M3,paste
6832,M16_B3_CW67_M6,hon
6833,CM13_B3_UW46_M7,southeastern
6834,CM13_B1_LY_M3,yankee
6835,M14_B3_C15_M8,copy
6836,M14_B1_UW13_M6,hypothesis
6837,M16_B2_UW68_M3,solarmovie
6838,F04_B1_UW86_M8,NA
6839,M16_B2_CW62_M3,oregon
6840,M16_B1_CW83_M3,then
6841,M14_B2_CW6_M8,in
6842,M16_B1_CW11_M6,key
6843,M14_B2_UW78_M3,dowry
6844,F04_B2_UW7_M3,yard
6845,CM13_B1_CW57_M7,them
6846,CM13_B3_CW22_M3,b
6847,M16_B1_CW7_M7,is
6848,CM13_B3_CW36_M6,when
6849,CM13_B1_CW31_M3,not
6850,F04_B3_UW43_M5,gerenuk
6851,M16_B3_CW45_M5,NA
6852,CM13_B1_UW27_M5,bogey's
6853,M14_B1_LK_M7,kilo
6854,CM13_B3_UW24_M3,regime
6855,M14_B2_C8_M5,control
6856,CM13_B3_C16_M8,upward
6857,M16_B2_CW13_M6,4
6858,M16_B1_CW33_M3,NA
6859,F04_B1_UW89_M8,girl
6860,M14_B2_CW49_M3,if
6861,CM13_B2_CW33_M3,all
6862,M16_B3_CW4_M7,NA
6863,CM13_B1_CW80_M5,van
6864,CM13_B3_CW74_M3,number
6865,CM13_B1_UW79_M5,joseph
6866,F04_B2_LG_M8,golf
6867,M16_B2_LF_M8,NA
6868,M14_B2_LQ_M3,quebec
6869,M16_B3_CW84_M5,call
6870,M14_B1_UW19_M6,southeast
6871,M16_B1_CW65_M5,NA
6872,M16_B3_CW3_M3,and
6873,CM13_B2_UW11_M7,supreme
6874,M16_B2_UW70_M7,NA
6875,M16_B1_UW79_M8,NA
6876,CM13_B3_UW44_M3,forgetfulness
6877,F04_B2_UW74_M5,deluge
6878,CM13_B1_UW95_M3,zipper
6879,F04_B1_D6_M3,6
6880,CM13_B1_LL_M5,lima
6881,M16_B1_UW12_M8,giggled
6882,M14_B3_CW3_M7,NA
6883,F04_B2_CW17_M5,NA
6884,F04_B2_CW54_M3,out
6885,M16_B3_LY_M8,yankee
6886,CM13_B1_CW83_M3,ben
6887,F04_B2_UW63_M8,4
6888,M16_B1_LY_M8,yankee
6889,M16_B1_UW45_M8,wage of flint
6890,M14_B3_UW9_M7,waste
6891,CM13_B3_LA_M5,alpha
6892,M14_B3_CW81_M3,first
6893,F04_B2_CW93_M8,dead
6894,M16_B2_CW4_M3,NA
6895,M14_B1_UW87_M5,night
6896,M16_B3_UW12_M3,joyful
6897,F04_B1_D7_M3,saturn
6898,M14_B1_CW89_M8,find
6899,M14_B2_CW86_M3,well
6900,CM13_B2_CW20_M5,i
6901,M14_B3_CW71_M7,right
6902,M14_B1_D2_M3,2
6903,CM13_B2_CW16_M8,as
6904,M14_B2_CW40_M6,bear
6905,CM13_B2_CW53_M5,about
6906,CM13_B1_UW76_M3,hulk
6907,CM13_B2_UW42_M3,battlements
6908,M14_B1_UW8_M3,bushels
6909,F04_B1_CW56_M3,and then
6910,CM13_B1_UW83_M8,tree
6911,M16_B2_UW98_M6,learning
6912,M14_B3_UW63_M8,vegiemon
6913,M14_B2_CW85_M8,who
6914,CM13_B3_CW90_M5,long
6915,CM13_B1_C2_M7,backspace
6916,CM13_B2_UW92_M8,fishing
6917,CM13_B2_UW33_M6,approach
6918,M14_B3_CW15_M5,ar
6919,M16_B1_CW68_M8,i have
6920,F04_B2_UW19_M7,adhesion
6921,CM13_B1_CW63_M5,make
6922,F04_B2_C13_M7,NA
6923,M14_B1_LP_M7,papa
6924,CM13_B1_CW9_M5,that
6925,F04_B2_CW83_M5,ben
6926,CM13_B3_C6_M6,escape
6927,CM13_B2_UW27_M3,anxieties
6928,CM13_B1_CW36_M5,when
6929,CM13_B3_CW90_M8,long
6930,M14_B2_D7_M5,7
6931,M16_B2_UW62_M6,won't
6932,M16_B1_C4_M5,i'm too
6933,F04_B1_D0_M8,vero
6934,M16_B3_UW54_M5,lil wayne
6935,CM13_B2_LN_M5,november
6936,M16_B2_UW24_M8,NA
6937,F04_B1_CW3_M8,and
6938,M16_B1_LY_M3,yankee
6939,F04_B2_UW98_M7,ring
6940,M14_B2_CW9_M8,that
6941,CM13_B1_CW25_M8,from
6942,M14_B1_UW10_M5,entertainer
6943,CM13_B2_CW43_M3,NA
6944,CM13_B3_UW23_M3,refugee
6945,M14_B2_CW79_M5,my
6946,M14_B2_LJ_M8,joliet
6947,M16_B2_LU_M3,dana ford
6948,CM13_B3_CW10_M6,it
6949,F04_B3_LW_M7,vicky
6950,M14_B1_UW43_M3,jackdaws
6951,CM13_B1_UW94_M6,banana
6952,F04_B2_D7_M6,7
6953,F04_B3_CW59_M5,so
